,track_id,track_name,track_artist,lyrics,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,language
16356,6xkryXuiZU360Lngd4sx13,Fantasy,Mariah Carey,"Oh, when you walk by every night Talking sweet and looking fine I get kind of hectic inside Mmm, baby, I'm so into you Darling, if you only knew All the things that flow through my mind But it's just a sweet, sweet fantasy, baby When I close my eyes, you come and take me On and on and on, it's so deep in my daydreams But it's just a sweet, sweet fantasy, baby (Fantasy) (And I want you so bad) Images of rapture Creep into me slowly As you're going to my head And my heart beats faster When you take me over Time and time and time again But it's just a sweet, sweet fantasy, baby When I close my eyes, you come and take me On and on and on, it's so deep in my daydreams But it's just a sweet, sweet fantasy, baby (Fantasy) Oh, oh, it's just a sweet, sweet fantasy, baby When I close my eyes you come and take me On and on and on, it's so deep in my daydreams But it's just a sweet, sweet fantasy, baby (Fantasy) I'm in heaven With my boyfriend, my laughing boyfriend There's no beginning and there is no end Feels like I'm dreaming, but I'm not sleeping Oh, it's just a sweet, sweet fantasy, baby When I close my eyes, you come and take me On and on and on, it's so deep in my daydreams But it's just a sweet, sweet fantasy, baby Sweet, sweet fantasy, baby When I close my eyes, you come and take me On and on and on, it's so deep in my daydreams But it's just a sweet, sweet fantasy, baby Sweet, sweet fantasy, baby Sweet, sweet fantasy, baby",71,1ibYM4abQtSVQFQWvDSo4J,Daydream,1995-09-26,1987-1997 OLD SKOOL JAMZ,0WicovBbxeB0nvQC6IfuaT,r&b,new jack swing,0.6709999999999999,0.727,7,-7.585,1,0.035,0.139,0.0,0.123,0.8009999999999999,102.358,243493,en
16360,6xM8oBy40nK1rOd8WmoOPx,Last Request,Paolo Nutini,"Slow down, lie down Remember it's just you and me Don't sell out, bow out Remember how this used to be I just want you closer Is that alright? Baby let's get closer tonight Grant my last request And just let me hold you Don't shrug your shoulders Lay down beside me Sure I can accept that we're going nowhere But one last time let's go there Lay down beside me Oh, I've found, that I'm bound To wander down that one way road And I realise all about your lies But I'm no wiser than the fool I was before I just want you closer Is that alright? Baby let's get closer tonight Grant my last request And just let me hold you Don't shrug your shoulders Lay down beside me Sure I can accept that we're going nowhere But one last time let's go there Lay down beside me Oh, baby, baby, baby Tell me how can, how can this be wrong? Grant my last request And just let me hold you Don't shrug your shoulders Lay down beside me Sure I can accept that we're going nowhere But one last time let's go there Lay down beside me Grant my last request And just let me hold you Don't shrug your shoulders Lay down beside me Sure I can accept that we're going nowhere But one last time let's go there Lay down beside me Yeah, lay down beside me One last time let's go there Lay down beside me",67,6L2FiSnFMisCgbhbag4KTl,These Streets,2007-01-30,L' ALBUM ROCK,0jilq2XZP9F2fwzp2k6iXK,rock,album rock,0.605,0.7040000000000001,5,-6.564,1,0.0476,0.241,0.0,0.1369999999999999,0.4,80.925,220413,en
16361,6xMHglHoafdDFGXS6qfwSH,Hot Blooded,Foreigner,"Well, I'm hot blooded, check it and see I got a fever of a hundred and three Come on baby, do you do more than dance? I'm hot blooded, I'm hot blooded You don't have to read my mind, to know what I have in mind Honey you ought to know Now you move so fine, let me lay it on the line I want to know what you're doing after the show Now it's up to you, we can make a secret rendezvous Just me and you, I'll show you loving like you never knew If it feels alright, maybe you can stay all night Shall I leave you my key? But you've got to give me a sign, come on girl, some kind of sign Tell me, are you hot mama? you sure look that way to me Are you old enough? will you be ready when I call you bluff? Is my timing right? did you save your love for me tonight? Now it's up to you, can we make a secret rendezvous? Oh, before we do, you'll have to get away from you know who Hot blooded, every night Hot blooded, you're looking so tight Hot blooded, now you're driving me wild Hot blooded, I'm so hot for you, child Hot blooded, I'm a little bit high Hot blooded, you're a little bit shy Hot blooded, you're making me sing Hot blooded, for your sweet sweet thing Well, I'm hot blooded, check it and see I got a fever of a hundred and three Come on baby, do you do more than dance? I'm hot blooded, I'm hot blooded You don't have to read my mind, to know what I have in mind Honey you ought to know Now you move so fine, let me lay it on the line I want to know what you're doing after the show Now it's up to you, we can make a secret rendezvous Just me and you, I'll show you loving like you never knew If it feels alright, maybe you can stay all night Shall I leave you my key? But you've got to give me a sign, come on girl, some kind of sign Tell me, are you hot mama? you sure look that way to me Are you old enough? will you be ready when I call you bluff? Is my timing right? did you save your love for me tonight? Now it's up to you, can we make a secret rendezvous? Oh, before we do, you'll have to get away from you know who Hot blooded, every night Hot blooded, you're looking so tight Hot blooded, now you're driving me wild Hot blooded, I'm so hot for you, child Hot blooded, I'm a little bit high Hot blooded, you're a little bit shy Hot blooded, you're making me sing Hot blooded, for your sweet sweet thing",61,6lu6DYE0eHHp1gd3QGUYhu,Double Vision (Expanded),1978,Classic Rock Greatest Hits,6TeyryiZ2UEf3CbLXyztFA,rock,classic rock,0.705,0.8059999999999999,0,-4.83,1,0.0814,0.229,0.0,0.0676,0.763,117.945,268693,en
16376,6XRNCAnxJIB1p4RPdFVSq0,People Help the People,Birdy,"God knows what is hiding in those weak and drunken hearts Guess he kissed the girls and made them cry Those hard faced Queens of misadventure God knows what is hiding in those weak and sunken lies Fiery thrones of muted angels Giving love but getting nothing back Oh, People help the people And if you're homesick, give me your hand and I'll hold it People help the people And nothing will drag you down Oh, and if I had a brain Oh, and if I had a brain I'd be cold as a stone and rich as the fool That turned all those good hearts away God knows what is hiding in this world of little consequence Behind the tears, inside the lies A thousand slowly dying sunsets God knows what is hiding in those weak and drunken hearts I guess the loneliness came knocking No one needs to be alone or sinking People help the people And if you're homesick, give me your hand and I'll hold it People help the people Nothing will drag you down Oh, and if I had a brain Oh, and if I had a brain I'd be cold as a stone and rich as the fool That turned, all those good hearts away Nah Naaah nah nah naaaaahhhhhh oooouuuu Nah Naaah nah nah naaaaahhhhhh oooouuuu People help the people And if you're homesick, give me your hand and I'll hold it People help the people Nothing will drag you down Oh, and if I had a brain Oh, and if I had a brain I'd be cold as a stone and rich as the fool That turned all those good hearts away",54,3sGzkurA1fvEFqh73sWCVA,Birdy (Deluxe Version),2011-11-04,L' ALBUM ROCK,0jilq2XZP9F2fwzp2k6iXK,rock,album rock,0.407,0.308,10,-9.001,0,0.0296,0.778,1.46e-05,0.092,0.153,73.25399999999998,256236,en
16380,6XsT5UGfpaFeHQf5LRIy4W,"Me, Myself and I",Beyoncé,"All the ladies, if you feel me, help me sing it out Here you go, trippin' Everything is cool between us Bey I told you that Out on the road with my people, just doin' what I gotta do There's nothing going that shouldn't be goin' on You gotta trust me, Ma I can't believe I believed everything we had would last So young and naive of me to think she was from your past Silly of me to dream of one day having your kids Love is so blind, it feels right when it's wrong I can't believe I fell for your schemes, I'm smarter than that So dumb and naive to believe that with me you're a changed man Foolish of me to compete when you cheat with loose women It took me some time, but now I moved on Because I realized I got Me, myself, and I That's all I got in the end That's what I found out And it ain't no need to cry I took a vow that from now on, I'm gonna be my own best friend Me, myself, and I That's all I got in the end That's what I found out And it ain't no need to cry I took a vow that from now on, I'm gonna be my own best friend So controlling, you say that you love me, but you don't Your family told me one day I would see it on my own Next thing I know, I'm dealing with your three kids in my home Love is so blind, it feels right when it's wrong Now that it's over, stop calling me Come pick up your clothes Ain't no need to front like you're still with me All your homies know Even your very best friend tried to warn me on the low It took me some time, but now I am strong Because I realized I got Me, myself, and I That's all I got in the end That's what I found out And it ain't no need to cry I took a vow that from now on, I'm gonna be my own best friend Me, myself, and I That's all I got in the end That's what I found out And it ain't no need to cry I took a vow that from now on, I'm gonna be my own best friend (Got me, myself, and I) I know that I will never disappoint myself (I must have cried a thousand times) All the ladies, if you feel me, help me sing it out (I can't regret time spent with you) Yeah, you hurt me, but I learned a lot along the way (So I have vowed to make it through) After all the rain, you'll see the sun come out again (Now I've got me, myself, and I) Hey, I know that I will never disappoint myself (I must have cried a thousand times) I've cried All the ladies, if you feel me, help me sing it out (I can't regret time spent with you) Hey! Yeah, you hurt me, but I learned a lot along the way (So I have vowed to make it through) After all the rain, you'll see the sun come out again Yeah, -eah Oh-oh, oh-oh Oh-oh, oh-oh Oh-oh, oh-oh Oh-oh, oh-oh Oh-oh, oh-oh Oh-oh, oh-oh Oh-oh, oh-oh Whoo-ooh Whoo-ooh-ooh! (Now I've got me, myself, and I) Me, myself, and I (I must have cried a thousand times) I have cried so many times (I can't regret time spent with you) I can't regret time spent with you (So I have vowed to make it through) After all the rain, you'll see the sun come out again (Now I've got me, myself, and I) Oh! I know that I will never disappoint myself (I must have cried a thousand times) If you've cried a thousand times Ladies, you will survive! (I can't regret time spent with you) Yeah! You hurt me, but I learned a lot along the way (So I have vowed to make it through) I can see the sun shine I got me, myself, and I All the ladies, if you feel me, help me sing it out Here you go, trippin' Everything is cool between us Bey I told you that Out on the road with my people, just doin' what I gotta do There's nothing going that shouldn't be goin' on You gotta trust me, Ma I can't believe I believed everything we had would last So young and naive of me to think she was from your past Silly of me to dream of one day having your kids Love is so blind, it feels right when it's wrong I can't believe I fell for your schemes, I'm smarter than that So dumb and naive to believe that with me you're a changed man Foolish of me to compete when you cheat with loose women It took me some time, but now I moved on Because I realized I got Me, myself, and I That's all I got in the end That's what I found out And it ain't no need to cry I took a vow that from now on, I'm gonna be my own best friend Me, myself, and I That's all I got in the end That's what I found out And it ain't no need to cry I took a vow that from now on, I'm gonna be my own best friend So controlling, you say that you love me, but you don't Your family told me one day I would see it on my own Next thing I know, I'm dealing with your three kids in my home Love is so blind, it feels right when it's wrong Now that it's over, stop calling me Come pick up your clothes Ain't no need to front like you're still with me All your homies know Even your very best friend tried to warn me on the low It took me some time, but now I am strong Because I realized I got Me, myself, and I That's all I got in the end That's what I found out And it ain't no need to cry I took a vow that from now on, I'm gonna be my own best friend Me, myself, and I That's all I got in the end That's what I found out And it ain't no need to cry I took a vow that from now on, I'm gonna be my own best friend (Got me, myself, and I) I know that I will never disappoint myself (I must have cried a thousand times) All the ladies, if you feel me, help me sing it out (I can't regret time spent with you) Yeah, you hurt me, but I learned a lot along the way (So I have vowed to make it through) After all the rain, you'll see the sun come out again (Now I've got me, myself, and I) Hey, I know that I will never disappoint myself (I must have cried a thousand times) I've cried All the ladies, if you feel me, help me sing it out (I can't regret time spent with you) Hey! Yeah, you hurt me, but I learned a lot along the way (So I have vowed to make it through) After all the rain, you'll see the sun come out again Yeah, -eah Oh-oh, oh-oh Oh-oh, oh-oh Oh-oh, oh-oh Oh-oh, oh-oh Oh-oh, oh-oh Oh-oh, oh-oh Oh-oh, oh-oh Whoo-ooh Whoo-ooh-ooh! (Now I've got me, myself, and I) Me, myself, and I (I must have cried a thousand times) I have cried so many times (I can't regret time spent with you) I can't regret time spent with you (So I have vowed to make it through) After all the rain, you'll see the sun come out again (Now I've got me, myself, and I) Oh! I know that I will never disappoint myself (I must have cried a thousand times) If you've cried a thousand times Ladies, you will survive! (I can't regret time spent with you) Yeah! You hurt me, but I learned a lot along the way (So I have vowed to make it through) I can see the sun shine I got me, myself, and I",66,6oxVabMIqCMJRYN1GqR3Vf,Dangerously In Love,2003-06-24,urban contemporary,7en9i0JMyJlRFX4r4XrXXx,r&b,urban contemporary,0.75,0.458,1,-9.092,1,0.0803,0.226,3.2500000000000004e-05,0.1369999999999999,0.536,83.61,301133,en
16392,6xxXrNJnnsQNLdgNk8S4y8,Hate To Say I Told You So,The Hives,"Do what I want cause I can and if I don't Because I wanna Be ignored by the stiff and the bored Because I'm gonna Spit and retrieve cause I give and receive Because I wanna Gonna get through your head what the mystery man said Because I'm gonna Hate to say I told you so Alright, come on Do believe I told you so... Now it's all out and you knew Cause I wanted to Turn my back on the rot that's been planning the plot Because I'm gonna No need for me to wait Because I wanna No need two, three too late Because I'm gonna Hate to say I told you so Alright, come on Do believe I told you so... Do what I please gonna spread the disease Because I wanna Gonna call all the shots for the ""No""s and the ""Not""s Because I wanna Ask me once I'll answer twice cause what I know I'll tell Because I wanna Sound device and lots of ice I'll spell my name out loud Because I wanna Oh yeah",57,7lbksDekncvHf1FfZ5y1li,Veni Vidi Vicious,2000,permanent wave,3uFyGoayrP71xS6T6Y8Bh2,rock,permanent wave,0.451,0.929,5,-5.021,1,0.0549,0.00109,0.00785,0.442,0.378,135.767,199760,en
16413,6ya6FdIQAAwH0b2GkKNFs4,Welcome to My Life - Acoustic,Simple Plan,"Do you ever feel like breaking down? Do you ever feel out of place Like somehow you just don't belong And no one understands you? Do you ever wanna run away? Do you lock yourself in your room With the radio on turned up so loud That no one hears your screaming? No, you don't know what it's like When nothing feels alright You don't know what it's like To be like me To be hurt, to feel lost To be left out in the dark To be kicked when you're down To feel like you've been pushed around To be on the edge of breaking down And no one's there to save you No, you don't know what it's like Welcome to my life Do you wanna be somebody else? Are you sick of feeling so left out? Are you desperate to find something more Before your life is over? Are you stuck inside a world you hate? Are you sick of everyone around? With their big fake smiles and stupid lies While deep inside you're bleeding No, you don't know what it's like When nothing feels alright You don't know what it's like To be like me To be hurt, to feel lost To be left out in the dark To be kicked when you're down To feel like you've been pushed around To be on the edge of breaking down And no one's there to save you No, you don't know what it's like Welcome to my life No one ever lied straight to your face And no one ever stabbed you in the back You might think I'm happy, but I'm not gonna be okay Everybody always gave you what you wanted You never had to work, it was always there You don't know what it's like, what it's like To be hurt, to feel lost To be left out in the dark To be kicked when you're down To feel like you've been pushed around To be on the edge of breaking down And no one's there to save you No, you don't know what it's like (What it's like) To be hurt, to feel lost To be left out in the dark To be kicked when you're down To feel like you've been pushed around To be on the edge of breaking down And no one's there to save you No, you don't know what it's like Welcome to my life Welcome to my life Welcome to my life",23,6iSqrWtf1U8qr6cS7zeAxx,Welcome to My Life,2004-12-14,Unplugged Hits 📣,5NTm3injIRkUMROsZr3C2O,latin,latin pop,0.606,0.413,11,-7.316,1,0.0292,0.184,0.0,0.127,0.563,83.06200000000003,212788,en
16422,6YEOmCsXSk9ZPE0FkcCiuQ,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 1999 Remaster",Eric Clapton,"See if you can spot this one? What will you do when you get lonely No one waiting by your side? You've been running, hiding much too long You know it's just your foolish pride Layla, got me on my knees Layla, begging, darling, please Layla Darling, won't you ease my worried mind? Tried to give you consolation Your old man had let you down Like a fool, I fell in love with you You turned my whole world upside down Layla, got me on my knees Layla, I'm begging, darling, please Layla Darling, won't you ease my worried mind? Make the best of the situation Before I finally go insane Please don't say we'll never find a way Tell me all my love's in vain Layla, got me on my knees Layla, I'm begging, darling, please Layla Darling, won't you ease my worried mind? (Yeah, yeeeeah) Layla, got me on my knees Layla, begging, darling, please Layla Darling, won't you ease my worried mind? (Yeah, yeeeeah) NA Layla, got me on my knees Layla, begging, darling, please Layla Darling, won't you ease my worried mind? Layla, got me on my knees Layla, begging, darling, please Layla Darling, won't you ease my worried mind? Thank you",59,6FCakQJ6z6TF0y0qkHYKgy,Clapton Chronicles: The Best of Eric Clapton,1999-10-12,Workday: Rock Classics,37i9dQZF1DX1lwxXvReaux,rock,classic rock,0.51,0.389,2,-14.317,0,0.0384,0.286,0.000398,0.644,0.621,94.04,260440,en
16430,6yJxCltgtmGxIgKOS6ndnu,Greatest Love of All,Whitney Houston,"I believe the children are our future Teach them well and let them lead the way Show them all the beauty they possess inside Give them a sense of pride to make it easier Let the children's laughter remind us how we used to be Everybody's searching for a hero People need someone to look up to I never found anyone who fulfilled my needs A lonely place to be And so I learned to depend on me I decided long ago Never to walk in anyone's shadows If I fail, if I succeed At least I'll live as I believe No matter what they take from me They can't take away my dignity Because the greatest love of all Is happening to me I found the greatest love of all Inside of me The greatest love of all Is easy to achieve Learning to love yourself It is the greatest love of all I believe the children are our future Teach them well and let them lead the way Show them all the beauty they possess inside Give them a sense of pride to make it easier Let the children's laughter remind us how we used to be I decided long ago, never to walk in anyone's shadows If I fail, if I succeed At least I'll live as I believe No matter what they take from me They can't take away my dignity Because the greatest love of all Is happening to me I found the greatest love of all Inside of me The greatest love of all Is easy to achieve Learning to love yourself It is the greatest love of all And if, by chance, that special place That you've been dreaming of Leads you to a lonely place Find your strength in love",65,2MH37enG6IPvNK5QFLyKes,Whitney Houston,1985-02-14,80s Pop & Rock Hits and Album Tracks,0XOIK4m26aeYSD61E5nSVW,rock,album rock,0.502,0.305,9,-16.011,1,0.0339,0.484,3.55e-06,0.117,0.248,131.24200000000002,291400,en
16436,6yl8Es1tCYD9WdSkeVLFw4,You Shook Me All Night Long,AC/DC,"She was a fast machine, she kept her motor clean She was the best damn woman that I ever seen She had the sightless eyes, telling me no lies Knocking me out with those American thighs Taking more than her share, had me fighting for air She told me to come, but I was already there'Cause the walls start shaking, the Earth was quaking My mind was aching, and we were making it And you shook me all night long Yeah, you shook me all night long Working double-time on the seduction line She's one of a kind, she's just a-mine all mine Wanted no applause, just another course Made a meal outta me, and come back for more Had to cool me down to take another round Now, I'm back in the ring to take another swing That the walls were shaking, the Earth was quaking My mind was aching, and we were making it And you shook me all night long Yeah, you shook me all night long It knocked me out that You shook me all night long It had me shaking And you shook me all night long Yeah, you shook me Well, you took me NA You really took me and You shook me all night long Ah, you shook me all night long Yeah, yeah, you shook me all night long You really got me and you, shook me all night long Yeah, you shook me Yeah, you shook me All night long She was a fast machine, she kept her motor clean She was the best damn woman that I ever seen She had the sightless eyes, telling me no lies Knocking me out with those American thighs Taking more than her share, had me fighting for air She told me to come, but I was already there'Cause the walls start shaking, the Earth was quaking My mind was aching, and we were making it And you shook me all night long Yeah, you shook me all night long Working double-time on the seduction line She's one of a kind, she's just a-mine all mine Wanted no applause, just another course Made a meal outta me, and come back for more Had to cool me down to take another round Now, I'm back in the ring to take another swing That the walls were shaking, the Earth was quaking My mind was aching, and we were making it And you shook me all night long Yeah, you shook me all night long It knocked me out that You shook me all night long It had me shaking And you shook me all night long Yeah, you shook me Well, you took me NA You really took me and You shook me all night long Ah, you shook me all night long Yeah, yeah, you shook me all night long You really got me and you, shook me all night long Yeah, you shook me Yeah, you shook me All night long She was a fast machine, she kept her motor clean She was the best damn woman that I ever seen She had the sightless eyes, telling me no lies Knocking me out with those American thighs Taking more than her share, had me fighting for air She told me to come, but I was already there'Cause the walls start shaking, the Earth was quaking My mind was aching, and we were making it And you shook me all night long Yeah, you shook me all night long Working double-time on the seduction line She's one of a kind, she's just a-mine all mine Wanted no applause, just another course Made a meal outta me, and come back for more Had to cool me down to take another round Now, I'm back in the ring to take another swing That the walls were shaking, the Earth was quaking My mind was aching, and we were making it And you shook me all night long Yeah, you shook me all night long It knocked me out that You shook me all night long It had me shaking And you shook me all night long Yeah, you shook me Well, you took me NA You really took me and You shook me all night long Ah, you shook me all night long Yeah, yeah, you shook me all night long You really got me and you, shook me all night long Yeah, you shook me Yeah, you shook me All night long",72,07EFoHHspqSwsmkbnWaB4A,Who Made Who,1986-05-24,Workday: Rock Classics,37i9dQZF1DX1lwxXvReaux,rock,classic rock,0.529,0.768,7,-5.51,1,0.0566,0.00224,0.000685,0.297,0.769,127.316,210880,en
16454,6Yu1OL8I0D4vjOzYdsXYGK,12:51,The Strokes,"Talk to me now I'm older Your friend told you 'cause I told her Friday nights have been lonely Change your plans and then phone me We could go and get forties Fuck going to that party Oh, really, your folks are away now? Alright, let's go, you convinced me 12:51 is the time my voice found the words I sought Is it this stage I want? The world is shutting out for us Oh, we were tense for sure but we was confident Kiss me now that I'm older I won't try to control you Friday nights have been lonely Take it slow but don't warn me We'd go out and get forties Then we'd go to some party Oh, really, your folks are away now? Alright I'm coming, I'll be right there",61,3HFbH1loOUbqCyPsLuHLLh,Room On Fire,2003-10-28,indie poptimism,1E5VdGGWkpDQ682gdvJAZH,pop,indie poptimism,0.452,0.889,4,-3.838,1,0.0379,0.312,0.8,0.5579999999999999,0.591,145.056,153133,en
16455,6YUTL4dYpB9xZO5qExPf05,Summer,Calvin Harris,"When I met you in the summer To my heartbeat's sound We fell in love as the leaves turned brown And we could be together, baby As long as skies are blue You act so innocent now, but you lied so soon When I met you in the summer When I met you in the summer To my heartbeat's sound We fell in love as the leaves turned brown And we could be together, baby As long as skies are blue You act so innocent now, but you lied so soon When I met you in the summer Summer When I met you in the summer Summer When I met you in the summer To my heartbeat's sound We fell in love as the leaves turned brown And we could be together, baby As long as skies are blue You act so innocent now, but you lied so soon When I met you in the summer When I met you in the summer To my heartbeat's sound We fell in love as the leaves turned brown And we could be together, baby As long as skies are blue You act so innocent now, but you lied so soon When I met you in the summer Summer When I met you in the summer Summer When I met you in the summer To my heartbeat's sound We fell in love as the leaves turned brown And we could be together, baby As long as skies are blue You act so innocent now, but you lied so soon When I met you in the summer When I met you in the summer To my heartbeat's sound We fell in love as the leaves turned brown And we could be together, baby As long as skies are blue You act so innocent now, but you lied so soon When I met you in the summer Summer When I met you in the summer Summer",79,48zisMeiXniWLzOQghbPqS,Motion,2014-10-31,Electropop Hits  2017-2020,7kyvBmlc1uSqsTL0EuNLrx,pop,electropop,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,222533,en
16483,6zeE5tKyr8Nu882DQhhSQI,Dust in the Wind,Kansas,"I close my eyes, only for a moment And the moment's gone All my dreams pass before my eyes, a curiosity Dust in the wind All they are is dust in the wind Same old song, just a drop of water In an endless sea All we do crumbles to the ground Though we refuse to see Dust in the wind All we are is dust in the wind Oh, ho, ho NA Now, don't hang on, nothing lasts forever but the earth and sky It slips away, and all your money won't another minute buy Dust in the wind All we are is dust in the wind (All we are is dust in the wind) Dust in the wind (Everything is dust in the wind) Everything is dust in the wind The wind I close my eyes, only for a moment And the moment's gone All my dreams pass before my eyes, a curiosity Dust in the wind All they are is dust in the wind Same old song, just a drop of water In an endless sea All we do crumbles to the ground Though we refuse to see Dust in the wind All we are is dust in the wind Oh, ho, ho NA Now, don't hang on, nothing lasts forever but the earth and sky It slips away, and all your money won't another minute buy Dust in the wind All we are is dust in the wind (All we are is dust in the wind) Dust in the wind (Everything is dust in the wind) Everything is dust in the wind The wind I close my eyes, only for a moment And the moment's gone All my dreams pass before my eyes, a curiosity Dust in the wind All they are is dust in the wind Same old song, just a drop of water In an endless sea All we do crumbles to the ground Though we refuse to see Dust in the wind All we are is dust in the wind Oh, ho, ho NA Now, don't hang on, nothing lasts forever but the earth and sky It slips away, and all your money won't another minute buy Dust in the wind All we are is dust in the wind (All we are is dust in the wind) Dust in the wind (Everything is dust in the wind) Everything is dust in the wind The wind",77,6oU298pdPTCQnMx1PYwyUA,Point Of Know Return,1977,House Of The Rising Sun,1bMYfBHYBCRHY5LGkjlpSy,rock,album rock,0.475,0.322,7,-10.687,1,0.0283,0.3670000000000001,0.00056,0.11,0.387,93.503,206267,en
16510,6zOg9gP62RJSsKFeOBAgvH,Only You-Bad Boy Remix (feat. The Notorious B.I.G. & Mase),112,"Oh, I need to know where we stand Do we share this special thing called love? I know I do, what about you? I just can't get enough of the time I need you in my life Where do we go? What do I do? I can't live without your love Thinkin' of you, makes me feel Like I am the only one for you Girl, I want to be with you No one else, only you Why can't we just make it happen? Baby, I need you in my life Every time I'm with you Never want it to come to an end Always make me so happy You'll always have a place in my heart I need you in my life Where do I go? What do I do? 'Cause I can't live without your love Thinkin' of you, makes me feel Like I am the only one for you (Check it out) Je-sus, the Notorious just Please us with your lyrical thesis We just chillin', milk 'em, top billin' Silk and pure linen, me and Little Cease Malibu sea breeze, Dom P's, palm trees Cats named Pablo in milked out Diablos (That's right) The Williest, bitches be the silliest The more I smoke, the smaller the phillie gets Room 112 where the players dwell And stash more cash than Bert Padell, inhale Make you feel good like Tony Toni Tone (Feels good) Dig up in your middle like Monie (Yes) Don't know but your settin' up to blow me (Yes) Try to style, fly up north with a homie (Yes) Escada, Don Dada, player, stay splurgin' Game so tight they call it virgin (Yes) Where do we go What must I do If I can't live without your love Thinkin' of you, makes me feel, baby Like I am the only one for you Girl, I want to be with you No one else, only you Why can't we just make it happen? Baby, I need you in my life Girl, I want to be with you No one else, only you Why can't we just make it happen? Baby, I need you in my life (Oh baby, I love you) Girl, I want to be with you (I need you, want you here with me) No one else, only you (It's only you) Why can't we just make it happen? Baby, I need you in my life (Girl, I love you) Girl, I want to be with you (And I need you, gotta have you in my life, oh yes I do) No one else, only you Why can't we just make it happen Baby, I need you in my life Girl, I want to be with you No one else, only you",60,5lSLGYViKHz22S8gEXz9Vc,112,1996-08-27,90s R&B - The BET Planet Groove/Midnight Love Mix,7LjRWGUdOmBdPG1W1bga4i,r&b,new jack swing,0.764,0.525,8,-5.968999999999999,1,0.048,0.0296,0.0,0.0993,0.787,95.813,289413,en
16537,6Zyz8lsnMFpIrCTuvGurCB,New Kid in Town - 2013 Remaster,Eagles,"There's talk on the street; it sounds so familiar Great expectations, everybody's watching you People you meet, they all seem to know you Even your old friends treat you like you're something new Johnny-come-lately The new kid in town Everybody loves you So don't let them down You look in her eyes; the music begins to play Hopeless romantics, here we go again But after a while, you're lookin' the other way It's those restless hearts that never mend Johnny-come-lately The new kid in town Will she still love you When you're not around? There's so many things you should have told her But night after night, you're willing to hold her Just hold her, tears on your shoulder There's talk on the street, it's there to remind you Doesn't really matter which side you're on You're walking away and they're talking behind you They will never forget you 'til somebody new comes along Where you've been lately? There's a new kid in town Everybody loves him, don't they? He's holding her, and you're still around Oh, my, my There's a new kid in town Just another new kid in town (Ooh, hoo) Everybody's talking 'bout the (Ooh, hoo) New kid in town (Ooh, hoo) Everybody's walking like the (Ooh, hoo) New kid in town There's a new kid in town I don't want to hear it There's a new kid in town I don't want to hear it, ah ooh There's a new kid in town There's a new kid in town There's a new kid in town Everybody's talking There's a new kid in town People started walking There's a new kid in town There's a new kid in town There's a new kid in town There's a new kid in town",64,2widuo17g5CEC66IbzveRu,Hotel California (2013 Remaster),1976-12-08,Permanent wave,0tOy7ZY4E2PadXIyj8zU43,rock,permanent wave,0.649,0.425,4,-9.811,1,0.0267,0.378,0.0013,0.108,0.6509999999999999,107.383,304926,en
16540,707Sfl5gopQ04y2WcqBIc0,You Are The Woman,Firefall,"You are the woman that I've always dreamed of I knew it from the start I saw your face and that's the last I've seen of my heart It's not so much the things you say to me It's not the things you do It's how I feel each time you're close to me That keeps me close to you, whoa oh You are the woman that I've always dreamed of I knew it from the start I saw your face and that's the last I've seen of my heart It's not so much your pretty face I see It's not the clothes you wear It's more that special way you look at me That always keeps me there, whoa oh whoa You are the woman that I've always dreamed of I knew it from the start I saw your face and that's the last I've seen of my heart It's hard to tell you all the love I'm feeling That's just not my style You've got a way to send my senses reeling Every time you smile, whoa oh You are the woman that I've always dreamed of I knew it from the start I saw your face and that's the last I've seen of my heart I saw your face and that's the last I've seen of my heart Of my heart Ooh ooh of my heart",21,3dtEGOLkkdEMbwu6GSOmdh,'firefall Reunion Live',2009-02-26,70s Pop & Rock Hits and Deep Tracks,1uKFRCQYci8kVgMy3xzTVH,rock,album rock,0.5589999999999999,0.622,2,-9.522,1,0.0448,0.197,0.0,0.968,0.5579999999999999,124.468,249853,en
